longitude,latitude,loc_id
166.13999938964844,-45.7400016784668,0
166.13999938964844,-45.9900016784668,1
166.38999938964844,-45.4900016784668,2
166.38999938964844,-45.7400016784668,3
166.38999938964844,-45.9900016784668,4
166.38999938964844,-46.2400016784668,5
166.63999938964844,-45.2400016784668,6
166.63999938964844,-45.4900016784668,7
166.63999938964844,-45.7400016784668,8
166.63999938964844,-45.9900016784668,9
166.63999938964844,-46.2400016784668,10
166.63999938964844,-46.4900016784668,11
166.63999938964844,-46.7400016784668,12
166.88999938964844,-44.9900016784668,13
166.88999938964844,-45.2400016784668,14
166.88999938964844,-45.4900016784668,15
166.88999938964844,-45.7400016784668,16
166.88999938964844,-45.9900016784668,17
166.88999938964844,-46.2400016784668,18
166.88999938964844,-46.4900016784668,19
166.88999938964844,-46.7400016784668,20
167.13999938964844,-44.7400016784668,21
167.13999938964844,-44.9900016784668,22
167.13999938964844,-45.2400016784668,23
167.13999938964844,-45.4900016784668,24
167.13999938964844,-45.7400016784668,25
167.13999938964844,-45.9900016784668,26
167.13999938964844,-46.2400016784668,27
167.13999938964844,-46.4900016784668,28
167.13999938964844,-46.7400016784668,29
167.13999938964844,-46.9900016784668,30
167.13999938964844,-47.2400016784668,31
167.38999938964844,-44.4900016784668,32
167.38999938964844,-44.7400016784668,33
167.38999938964844,-44.9900016784668,34
167.38999938964844,-45.2400016784668,35
167.38999938964844,-45.4900016784668,36
167.38999938964844,-45.7400016784668,37
167.38999938964844,-45.9900016784668,38
167.38999938964844,-46.2400016784668,39
167.38999938964844,-46.4900016784668,40
167.38999938964844,-46.7400016784668,41
167.38999938964844,-46.9900016784668,42
167.38999938964844,-47.2400016784668,43
167.63999938964844,-44.2400016784668,44
167.63999938964844,-44.4900016784668,45
167.63999938964844,-44.7400016784668,46
167.63999938964844,-44.9900016784668,47
167.63999938964844,-45.2400016784668,48
167.63999938964844,-45.4900016784668,49
167.63999938964844,-45.7400016784668,50
167.63999938964844,-45.9900016784668,51
167.63999938964844,-46.2400016784668,52
167.63999938964844,-46.4900016784668,53
167.63999938964844,-46.7400016784668,54
167.63999938964844,-46.9900016784668,55
167.63999938964844,-47.2400016784668,56
167.88999938964844,-44.2400016784668,57
167.88999938964844,-44.4900016784668,58
